node_id,label,PathwayName,identifiers,type,PathwayID,GeneName,GeneID
9794,MAML1,,MAML1,gene,,MAML1,9794
7421,VDR,,VDR,gene,,VDR,7421
WP4493,Cells and molecules involved in local acute inflammatory response,Cells and molecules involved in local acute inflammatory response,WP4493,pathway,WP4493,,
56034,PDGFC,,ENSG00000145431,gene,,PDGFC,56034
100271849,MEF2B,,4207,gene,,MEF2B,100271849
7222,TRPC3,,ENSG00000138741,gene,,TRPC3,7222
51540,SCLY,,SCLY,gene,,SCLY,51540
29941,PKN3,,ENSG00000160447,gene,,PKN3,29941
25818,KLK5,,KLK5,gene,,KLK5,25818
81706,PPP1R14C,,PPP1R14C,gene,,PPP1R14C,81706
488939,PDE8B,,488939,gene,,PDE8B,488939
5830,PEX5,,PEX5,gene,,PEX5,5830
700583,TRAF1,,700583,gene,,TRAF1,700583
2919,CXCL1,,CXCL1,gene,,CXCL1,2919
9632,SEC24C,,ENSG00000176986,gene,,SEC24C,9632
925,CD8A,,CD8A,gene,,CD8A,925
3508,IGHMBP2,,ENSG00000132740,gene,,IGHMBP2,3508
125113,KRT222,,ENSG00000213424,gene,,KRT222,125113
WP3670,Interactions between LOXL4 and oxidative stress pathway,Interactions between LOXL4 and oxidative stress pathway,WP3670,pathway,WP3670,,
482687,CAMK2B,,482687,gene,,CAMK2B,482687
8744,TNFSF9,,ENSG00000125657,gene,,TNFSF9,8744
7827,NPHS2,,ENSG00000116218,gene,,NPHS2,7827
489228,SKP2,,489228,gene,,SKP2,489228
6523,SLC5A1,,SLC5A1,gene,,SLC5A1,6523
100620392,DAG1,,100620392,gene,,DAG1,100620392
27290,SPINK4,,ENSG00000122711,gene,,SPINK4,27290
10913,EDAR,,ENSG00000135960,gene,,EDAR,10913
2130,EWSR1,,EWSR1,gene,,EWSR1,2130
442895,MIR302C,,MIR302C,gene,,MIR302C,442895
450943,TOLLIP,,450943,gene,,TOLLIP,450943
100516663,CREB3L1,,100516663,gene,,CREB3L1,100516663
3064,HTT,,HTT,gene,,HTT,3064
10848,PPP1R13L,,ENSG00000104881,gene,,PPP1R13L,10848
2792,GNGT1,,ENSG00000127928,gene,,GNGT1,2792
688,KLF5,,ENSG00000102554,gene,,KLF5,688
100515919,CTSL,,100515919,gene,,CTSL,100515919
158131,OR1Q1,,ENSG00000165202,gene,,OR1Q1,158131
WP2646,Lidocaine metabolism,Lidocaine metabolism,WP2646,pathway,WP2646,,
7852,CXCR4,,CXCR4,gene,,CXCR4,7852
7417,VDAC2,,VDAC2,gene,,VDAC2,7417
947,CD34,,CD34,gene,,CD34,947
100623776,TICAM1,,100623776,gene,,TICAM1,100623776
6713,SQLE,,ENSG00000104549,gene,,SQLE,6713
WP3594,Circadian rhythm genes,Circadian rhythm genes,WP3594,pathway,WP3594,,
51706,CYB5R1,,ENSG00000159348,gene,,CYB5R1,51706
427925,WNK1,,427925,gene,,WNK1,427925
9068,ANGPTL1,,ANGPTL1,gene,,ANGPTL1,9068
WP4861,Endoplasmic reticulum stress response in coronavirus infection,Endoplasmic reticulum stress response in coronavirus infection,WP4861,pathway,WP4861,,
419311,CTSZ,,419311,gene,,CTSZ,419311
101927994,LINC01087,,ENSG00000224559,gene,,LINC01087,101927994
709417,GSTA3,,709417,gene,,GSTA3,709417
100511507,ITGA10,,100511507,gene,,ITGA10,100511507
998,CDC42,,ENSG00000070831,gene,,CDC42,998
9388,LIPG,,ENSG00000101670,gene,,LIPG,9388
1351,COX8A,,ENSG00000176340,gene,,COX8A,1351
618,BCYRN1,,ENSG00000236824,gene,,BCYRN1,618
2135,EXTL2,,ENSG00000162694,gene,,EXTL2,2135
3284,HSD3B2,,ENSG00000203859,gene,,HSD3B2,3284
6751,SSTR1,,ENSG00000139874,gene,,SSTR1,6751
8668,EIF3I,,EIF3I,gene,,EIF3I,8668
132,ADK,,ADK,gene,,ADK,132
6637,SNRPG,,SNRPG,gene,,SNRPG,6637
9937,DCLRE1A,,ENSG00000198924,gene,,DCLRE1A,9937
156,GRK2,,ENSG00000173020,gene,,GRK2,156
55832,CAND1,,ENSG00000111530,gene,,CAND1,55832
6424,SFRP4,,ENSG00000106483,gene,,SFRP4,6424
283120,H19,,ENSG00000130600,gene,,H19,283120
8976,WASL,,ENSG00000106299,gene,,WASL,8976
9325,TRIP4,,TRIP4,gene,,TRIP4,9325
6844,VAMP2,,VAMP2,gene,,VAMP2,6844
100302363,ETS1,,100302363,gene,,ETS1,100302363
100422962,MIR4281,,ENSG00000266329,gene,,MIR4281,100422962
81578,COL21A1,,COL21A1,gene,,COL21A1,81578
747666,CDKN1C,,747666,gene,,CDKN1C,747666
3595,IL12RB2,,IL12RB2,gene,,IL12RB2,3595
5362,PLXNA2,,PLXNA2,gene,,PLXNA2,5362
11202,KLK8,,KLK8,gene,,KLK8,11202
6289,SAA2,,SAA2,gene,,SAA2,6289
8449,DHX16,,DHX16,gene,,DHX16,8449
6812,STXBP1,,ENSG00000136854,gene,,STXBP1,6812
2495,FTH1,,FTH1,gene,,FTH1,2495
WP241,One-carbon metabolism,One-carbon metabolism,WP241,pathway,WP241,,
115201,ATG4A,,ATG4A,gene,,ATG4A,115201
1613,DAPK3,,ENSG00000167657,gene,,DAPK3,1613
100081646,FASLG,,100081646,gene,,FASLG,100081646
416002,APPL1,,416002,gene,,APPL1,416002
10462,CLEC10A,,CLEC10A,gene,,CLEC10A,10462
340096,H3Y2,,ENSG00000268799,gene,,H3Y2,340096
10021,HCN4,,ENSG00000138622,gene,,HCN4,10021
54107,POLE3,,ENSG00000148229,gene,,POLE3,54107
5523,PPP2R3A,,PPP2R3A,gene,,PPP2R3A,5523
399522,IL6R,,399522,gene,,IL6R,399522
529,ATP6V1E1,,ATP6V1E1,gene,,ATP6V1E1,529
55534,MAML3,,MAML3,gene,,MAML3,55534
23569,PADI4,,ENSG00000159339,gene,,PADI4,23569
100084460,MAX,,100084460,gene,,MAX,100084460
3109,HLA-DMB,,ENSG00000242574,gene,,HLA-DMB,3109
6156,RPL30,,ENSG00000156482,gene,,RPL30,6156
406,ARNTL,,ARNTL,gene,,ARNTL,406
1812,DRD1,,ENSG00000184845,gene,,DRD1,1812
135138,PACRG,,ENSG00000112530,gene,,PACRG,135138
27302,BMP10,,ENSG00000163217,gene,,BMP10,27302
6720,SREBF1,,ENSG00000072310,gene,,SREBF1,6720
3908,LAMA2,,ENSG00000196569,gene,,LAMA2,3908
54587,MXRA8,,ENSG00000162576,gene,,MXRA8,54587
5899,RALB,,RALB,gene,,RALB,5899
54475,NLE1,,NLE1,gene,,NLE1,54475
WP4313,Ferroptosis,Ferroptosis,WP4313,pathway,WP4313,,
WP5360,KCNQ2-related epilepsies,KCNQ2-related epilepsies,WP5360,pathway,WP5360,,
53349,ZFYVE1,,ZFYVE1,gene,,ZFYVE1,53349
25998,IBTK,,ENSG00000005700,gene,,IBTK,25998
9973,CCS,,ENSG00000173992,gene,,CCS,9973
100616173,MIR203B,,MIR203B,gene,,MIR203B,100616173
10300,KATNB1,,ENSG00000140854,gene,,KATNB1,10300
4914,NTRK1,,ENSG00000198400,gene,,NTRK1,4914
3162,HMOX1,,HMOX1,gene,,HMOX1,3162
WP3250,Cardiac hypertrophic response,Cardiac hypertrophic response,WP3250,pathway,WP3250,,
6456,SH3GL2,,SH3GL2,gene,,SH3GL2,6456
2903,GRIN2A,,ENSG00000183454,gene,,GRIN2A,2903
WP5365,4p16.3 copy number variation,4p16.3 copy number variation,WP5365,pathway,WP5365,,
8874,ARHGEF7,,ARHGEF7,gene,,ARHGEF7,8874
WP4341,"Non-genomic actions of 1,25 dihydroxyvitamin D3","Non-genomic actions of 1,25 dihydroxyvitamin D3",WP4341,pathway,WP4341,,
83443,SF3B5,,SF3B5,gene,,SF3B5,83443
79731,NARS2,,ENSG00000137513,gene,,NARS2,79731
705680,GNAQ,,705680,gene,,GNAQ,705680
100516581,PLCB4,,100516581,gene,,PLCB4,100516581
7054,TH,,ENSG00000180176,gene,,TH,7054
975,CD81,,ENSG00000110651,gene,,CD81,975
5268,SERPINB5,,ENSG00000206075,gene,,SERPINB5,5268
109617010,SNORA77B,,SNORA77B,gene,,SNORA77B,109617010
100523323,NOX4,,100523323,gene,,NOX4,100523323
55655,NLRP2,,ENSG00000022556,gene,,NLRP2,55655
481457,MAML1,,481457,gene,,MAML1,481457
1892,ECHS1,,ENSG00000127884,gene,,ECHS1,1892
4353,MPO,,MPO,gene,,MPO,4353
450719,GSTO2,,450719,gene,,GSTO2,450719
55191,NADSYN1,,NADSYN1,gene,,NADSYN1,55191
383,ARG1,,ENSG00000118520,gene,,ARG1,383
6601,SMARCC2,,ENSG00000139613,gene,,SMARCC2,6601
4988,OPRM1,,OPRM1,gene,,OPRM1,4988
8567,MADD,,MADD,gene,,MADD,8567
3976,LIF,,LIF,gene,,LIF,3976
51084,CRYL1,,CRYL1,gene,,CRYL1,51084
6165,RPL35A,,RPL35A,gene,,RPL35A,6165
574222,CXCL1,,574222,gene,,CXCL1,574222
100079609,CDH1,,100079609,gene,,CDH1,100079609
8801,SUCLG2,,SUCLG2,gene,,SUCLG2,8801
4477,MSMB,,MSMB,gene,,MSMB,4477
4908,NTF3,,ENSG00000185652,gene,,NTF3,4908
7881,KCNAB1,,ENSG00000169282,gene,,KCNAB1,7881
480580,RPS6KB1,,480580,gene,,RPS6KB1,480580
476141,ORC4,,476141,gene,,ORC4,476141
2799,GNS,,GNS,gene,,GNS,2799
64788,LMF1,,LMF1,gene,,LMF1,64788
142,PARP1,,PARP1,gene,,PARP1,142
WP5372,Involvement of δ-secretase in neurodegenerative diseases,Involvement of δ-secretase in neurodegenerative diseases,WP5372,pathway,WP5372,,
WP581,EPO receptor signaling,EPO receptor signaling,WP581,pathway,WP581,,
100090267,AKT2,,100090267,gene,,AKT2,100090267
6596,HLTF,,HLTF,gene,,HLTF,6596
122809,SOCS4,,SOCS4,gene,,SOCS4,122809
26762,HAVCR1,,HAVCR1,gene,,HAVCR1,26762
100087939,DAG1,,100087939,gene,,DAG1,100087939
29984,RHOD,,RHOD,gene,,RHOD,29984
29956,CERS2,,CERS2,gene,,CERS2,29956
55753,OGDHL,,OGDHL,gene,,OGDHL,55753
351,APP,,ENSG00000142192,gene,,APP,351
WP2645,Heroin metabolism,Heroin metabolism,WP2645,pathway,WP2645,,
100137049,PLA2G4B,,ENSG00000243708,gene,,PLA2G4B,100137049
4808,NHLH2,,ENSG00000177551,gene,,NHLH2,4808
79893,GGNBP2,,ENSG00000278311,gene,,GGNBP2,79893
10670,RRAGA,,ENSG00000155876,gene,,RRAGA,10670
822,CAPG,,CAPG,gene,,CAPG,822
WP3941,Oxidative damage response,Oxidative damage response,WP3941,pathway,WP3941,,
474855,ATF6B,,474855,gene,,ATF6B,474855
8739,HRK,,ENSG00000135116,gene,,HRK,8739
424733,PPP2R3A,,424733,gene,,PPP2R3A,424733
51000,SLC35B3,,ENSG00000124786,gene,,SLC35B3,51000
4707,NDUFB1,,NDUFB1,gene,,NDUFB1,4707
486114,NKX3-1,,486114,gene,,NKX3-1,486114
1629,DBT,,ENSG00000137992,gene,,DBT,1629
54658,UGT1A1,,UGT1A1,gene,,UGT1A1,54658
WP5119,NIPBL role in DNA damage - Cornelia de Lange syndrome,NIPBL role in DNA damage - Cornelia de Lange syndrome,WP5119,pathway,WP5119,,
418000,EP300,,418000,gene,,EP300,418000
10877,CFHR4,,ENSG00000134365,gene,,CFHR4,10877
4694,NDUFA1,,ENSG00000125356,gene,,NDUFA1,4694
4009,LMX1A,,ENSG00000162761,gene,,LMX1A,4009
WP299,Nuclear receptors in lipid metabolism and toxicity,Nuclear receptors in lipid metabolism and toxicity,WP299,pathway,WP299,,
147,ADRA1B,,ENSG00000170214,gene,,ADRA1B,147
9210,BMP15,,BMP15,gene,,BMP15,9210
6318,SERPINB4,,SERPINB4,gene,,SERPINB4,6318
100623628,PRKACB,,100623628,gene,,PRKACB,100623628
56339,METTL3,,METTL3,gene,,METTL3,56339
11183,MAP4K5,,ENSG00000012983,gene,,MAP4K5,11183
9420,CYP7B1,,CYP7B1,gene,,CYP7B1,9420
406909,MIR124-3,,MIR124-3,gene,,MIR124-3,406909
57190,SELENON,,ENSG00000162430,gene,,SELENON,57190
348793,WDR53,,ENSG00000185798,gene,,WDR53,348793
3576,CXCL8,,ENSG00000169429,gene,,CXCL8,3576
9294,S1PR2,,ENSG00000267534,gene,,S1PR2,9294
3902,LAG3,,ENSG00000089692,gene,,LAG3,3902
4241,MELTF,,MELTF,gene,,MELTF,4241
27165,GLS2,,ENSG00000135423,gene,,GLS2,27165
8335,H2AC4,,ENSG00000278463,gene,,H2AC4,8335
23515,MORC3,,ENSG00000159256,gene,,MORC3,23515
22838,RNF44,,RNF44,gene,,RNF44,22838
WP2263,Androgen receptor network in prostate cancer,Androgen receptor network in prostate cancer,WP2263,pathway,WP2263,,
53831,GPR84,,GPR84,gene,,GPR84,53831
80758,PRR7,,ENSG00000131188,gene,,PRR7,80758
429374,FES,,429374,gene,,FES,429374
5715,PSMD9,,PSMD9,gene,,PSMD9,5715
967,CD63,,ENSG00000135404,gene,,CD63,967
480034,LAMC1,,480034,gene,,LAMC1,480034
6715,SRD5A1,,ENSG00000145545,gene,,SRD5A1,6715
3575,IL7R,,IL7R,gene,,IL7R,3575
642402,GOLGA6L5P,,ENSG00000230373,gene,,GOLGA6L5P,642402
599,BCL2L2,,BCL2L2,gene,,BCL2L2,599
6690,SPINK1,,SPINK1,gene,,SPINK1,6690
395235,WNT6,,395235,gene,,WNT6,395235
100126337,MIR509-3,,MIR509-3,gene,,MIR509-3,100126337
4191,MDH2,,MDH2,gene,,MDH2,4191
100127158,RPS6KB1,,100127158,gene,,RPS6KB1,100127158
539048,CYP26C1,,539048,gene,,CYP26C1,539048
9227,LRAT,,LRAT,gene,,LRAT,9227
10056,FARSB,,FARSB,gene,,FARSB,10056
91750,LIN52,,LIN52,gene,,LIN52,91750
23,ABCF1,,ABCF1,gene,,ABCF1,23
WP3972,PDGFR-beta pathway,PDGFR-beta pathway,WP3972,pathway,WP3972,,
3578,IL9,,IL9,gene,,IL9,3578
423208,DLL4,,423208,gene,,DLL4,423208
8065,CUL5,,CUL5,gene,,CUL5,8065
5950,RBP4,,ENSG00000138207,gene,,RBP4,5950
84701,COX4I2,,ENSG00000131055,gene,,COX4I2,84701
100525059,HHIP,,100525059,gene,,HHIP,100525059
3441,IFNA4,,ENSG00000236637,gene,,IFNA4,3441
257202,GPX6,,ENSG00000198704,gene,,GPX6,257202
5931,RBBP7,,RBBP7,gene,,RBBP7,5931
100629981,HRK,,100629981,gene,,HRK,100629981
3080,CFHR2,,ENSG00000080910,gene,,CFHR2,3080
1375,CPT1B,,ENSG00000205560,gene,,CPT1B,1375
25924,MYRIP,,MYRIP,gene,,MYRIP,25924
23307,FKBP15,,ENSG00000119321,gene,,FKBP15,23307
426013,PLEKHG5,,426013,gene,,PLEKHG5,426013
WP5114,Nucleotide excision repair in xeroderma pigmentosum,Nucleotide excision repair in xeroderma pigmentosum,WP5114,pathway,WP5114,,
22895,RPH3A,,ENSG00000089169,gene,,RPH3A,22895
9914,ATP2C2,,ATP2C2,gene,,ATP2C2,9914
9463,PICK1,,PICK1,gene,,PICK1,9463
419460,SPEN,,419460,gene,,SPEN,419460
1466,CSRP2,,CSRP2,gene,,CSRP2,1466
338799,LINC01089,,ENSG00000212694,gene,,LINC01089,338799
6699,SPRR1B,,SPRR1B,gene,,SPRR1B,6699
2058,EPRS1,,EPRS1,gene,,EPRS1,2058
92610,TIFA,,ENSG00000145365,gene,,TIFA,92610
100081928,RPS6KA1,,100081928,gene,,RPS6KA1,100081928
4324,MMP15,,ENSG00000102996,gene,,MMP15,4324
8646,CHRD,,ENSG00000090539,gene,,CHRD,8646
9369,NRXN3,,ENSG00000021645,gene,,NRXN3,9369
2593,GAMT,,ENSG00000130005,gene,,GAMT,2593
29128,UHRF1,,ENSG00000276043,gene,,UHRF1,29128
2977,GUCY1A2,,ENSG00000152402,gene,,GUCY1A2,2977
79728,PALB2,,PALB2,gene,,PALB2,79728
100513691,FZD7,,100513691,gene,,FZD7,100513691
10578,GNLY,,ENSG00000115523,gene,,GNLY,10578
2990,GUSB,,GUSB,gene,,GUSB,2990
59345,GNB4,,GNB4,gene,,GNB4,59345
100080641,TSC1,,100080641,gene,,TSC1,100080641
2582,GALE,,ENSG00000117308,gene,,GALE,2582
395113,PPP3CA,,395113,gene,,PPP3CA,395113
91624,NEXN,,ENSG00000162614,gene,,NEXN,91624
2568,GABRP,,ENSG00000094755,gene,,GABRP,2568
4129,MAOB,,ENSG00000069535,gene,,MAOB,4129
342667,STAC2,,STAC2,gene,,STAC2,342667
6209,RPS15,,ENSG00000115268,gene,,RPS15,6209
397394,CAMK2G,,397394,gene,,CAMK2G,397394
100520813,AKR1D1,,100520813,gene,,AKR1D1,100520813
WP5329,Cholesterol biosynthesis pathway in hepatocytes,Cholesterol biosynthesis pathway in hepatocytes,WP5329,pathway,WP5329,,
150677,OTOS,,ENSG00000178602,gene,,OTOS,150677
9134,CCNE2,,ENSG00000175305,gene,,CCNE2,9134
10014,HDAC5,,ENSG00000108840,gene,,HDAC5,10014
80173,IFT74,,ENSG00000096872,gene,,IFT74,80173
568885,RASGRF1,,568885,gene,,RASGRF1,568885
WP4172,PI3K-Akt signaling pathway,PI3K-Akt signaling pathway,WP4172,pathway,WP4172,,
57030,SLC17A7,,SLC17A7,gene,,SLC17A7,57030
7538,ZFP36,,ENSG00000128016,gene,,ZFP36,7538
WP4542,Leukocyte-intrinsic Hippo pathway functions,Leukocyte-intrinsic Hippo pathway functions,WP4542,pathway,WP4542,,
695683,IFIT1,,695683,gene,,IFIT1,695683
5150,PDE7A,,PDE7A,gene,,PDE7A,5150
4763,NF1,,ENSG00000196712,gene,,NF1,4763
11056,DDX52,,DDX52,gene,,DDX52,11056
2161,F12,,ENSG00000131187,gene,,F12,2161
608916,ENDOG,,608916,gene,,ENDOG,608916
25800,SLC39A6,,ENSG00000141424,gene,,SLC39A6,25800
83756,TAS1R3,,TAS1R3,gene,,TAS1R3,83756
10975,UQCR11,,UQCR11,gene,,UQCR11,10975
57530,CGN,,ENSG00000143375,gene,,CGN,57530
5729,PTGDR,,PTGDR,gene,,PTGDR,5729
373863,DND1,,ENSG00000256453,gene,,DND1,373863
6494,SIPA1,,SIPA1,gene,,SIPA1,6494
WP4719,Eicosanoid metabolism via cyclooxygenases (COX),Eicosanoid metabolism via cyclooxygenases (COX),WP4719,pathway,WP4719,,
153,ADRB1,,ADRB1,gene,,ADRB1,153
WP1113,Cytokines and inflammatory response,Cytokines and inflammatory response,WP1113,pathway,WP1113,,
9640,ZNF592,,ENSG00000166716,gene,,ZNF592,9640
7079,TIMP4,,TIMP4,gene,,TIMP4,7079
4712,NDUFB6,,ENSG00000165264,gene,,NDUFB6,4712
1845,DUSP3,,ENSG00000108861,gene,,DUSP3,1845
55788,LMBRD1,,LMBRD1,gene,,LMBRD1,55788
55613,MTMR8,,MTMR8,gene,,MTMR8,55613
3320,HSP90AA1,,ENSG00000080824,gene,,HSP90AA1,3320
284654,RSPO1,,ENSG00000169218,gene,,RSPO1,284654
9131,AIFM1,,ENSG00000156709,gene,,AIFM1,9131
51364,ZMYND10,,ZMYND10,gene,,ZMYND10,51364
11236,RNF139,,ENSG00000170881,gene,,RNF139,11236
55112,DYNC2I1,,ENSG00000126870,gene,,DYNC2I1,55112
WP5405,13q12 or CRYL1 copy number variation,13q12 or CRYL1 copy number variation,WP5405,pathway,WP5405,,
676,BRDT,,BRDT,gene,,BRDT,676
4830,NME1,,NME1,gene,,NME1,4830
10560,SLC19A2,,SLC19A2,gene,,SLC19A2,10560
55907,CMAS,,CMAS,gene,,CMAS,55907
5650,KLK7,,KLK7,gene,,KLK7,5650
WP3981,miRNA regulation of prostate cancer signaling pathways,miRNA regulation of prostate cancer signaling pathways,WP3981,pathway,WP3981,,
490404,NTRK1,,490404,gene,,NTRK1,490404
11065,UBE2C,,UBE2C,gene,,UBE2C,11065
1606,DGKA,,ENSG00000065357,gene,,DGKA,1606
158521,FMR1NB,,FMR1NB,gene,,FMR1NB,158521
5333,PLCD1,,PLCD1,gene,,PLCD1,5333
8987,STBD1,,ENSG00000118804,gene,,STBD1,8987
WP1013,Triacylglyceride synthesis,Triacylglyceride synthesis,WP1013,pathway,WP1013,,
9129,PRPF3,,PRPF3,gene,,PRPF3,9129
100087780,RPS6KB2,,100087780,gene,,RPS6KB2,100087780
2625,GATA3,,ENSG00000107485,gene,,GATA3,2625
1212,CLTB,,ENSG00000175416,gene,,CLTB,1212
51646,YPEL5,,YPEL5,gene,,YPEL5,51646
6370,CCL25,,ENSG00000131142,gene,,CCL25,6370
5682,PSMA1,,ENSG00000129084,gene,,PSMA1,5682
2693,GHSR,,ENSG00000121853,gene,,GHSR,2693
2947,GSTM3,,ENSG00000134202,gene,,GSTM3,2947
494336,MIR424,,MIR424,gene,,MIR424,494336
338376,IFNE,,ENSG00000184995,gene,,IFNE,338376
WP3963,Mevalonate pathway,Mevalonate pathway,WP3963,pathway,WP3963,,
4625,MYH7,,MYH7,gene,,MYH7,4625
391013,PLA2G2C,,ENSG00000187980,gene,,PLA2G2C,391013
26018,LRIG1,,LRIG1,gene,,LRIG1,26018
10920,COPS8,,COPS8,gene,,COPS8,10920
6511,SLC1A6,,ENSG00000105143,gene,,SLC1A6,6511
6204,RPS10,,RPS10,gene,,RPS10,6204
466,ATF1,,ENSG00000123268,gene,,ATF1,466
4671,NAIP,,NAIP,gene,,NAIP,4671
8793,TNFRSF10D,,TNFRSF10D,gene,,TNFRSF10D,8793
5139,PDE3A,,PDE3A,gene,,PDE3A,5139
5499,PPP1CA,,PPP1CA,gene,,PPP1CA,5499
6576,SLC25A1,,ENSG00000100075,gene,,SLC25A1,6576
83862,TMEM120A,,TMEM120A,gene,,TMEM120A,83862
6945,MLX,,MLX,gene,,MLX,6945
372,ARCN1,,ARCN1,gene,,ARCN1,372
91252,SLC39A13,,SLC39A13,gene,,SLC39A13,91252
WP465,Tryptophan metabolism,Tryptophan metabolism,WP465,pathway,WP465,,
5571,PRKAG1,,PRKAG1,gene,,PRKAG1,5571
WP437,EGF/EGFR signaling pathway,EGF/EGFR signaling pathway,WP437,pathway,WP437,,
114049,BUD23,,BUD23,gene,,BUD23,114049
8500,PPFIA1,,PPFIA1,gene,,PPFIA1,8500
WP3248,Tryptophan metabolism,Tryptophan metabolism,WP3248,pathway,WP3248,,
397350,IGF1R,,397350,gene,,IGF1R,397350
100616414,MIR4761,,MIR4761,gene,,MIR4761,100616414
100191219,GSTO2,,100191219,gene,,GSTO2,100191219
27198,HCAR1,,ENSG00000196917,gene,,HCAR1,27198
817,CAMK2D,,CAMK2D,gene,,CAMK2D,817
3861,KRT14,,ENSG00000186847,gene,,KRT14,3861
3065,HDAC1,,ENSG00000116478,gene,,HDAC1,3065
WP5078,T cell modulation in pancreatic cancer,T cell modulation in pancreatic cancer,WP5078,pathway,WP5078,,
51523,CXXC5,,CXXC5,gene,,CXXC5,51523
2260,FGFR1,,FGFR1,gene,,FGFR1,2260
145957,NRG4,,NRG4,gene,,NRG4,145957
WP5193,Cholesterol synthesis disorders,Cholesterol synthesis disorders,WP5193,pathway,WP5193,,
100088334,CCND3,,100088334,gene,,CCND3,100088334
4637,MYL6,,ENSG00000092841,gene,,MYL6,4637
2512,FTL,,FTL,gene,,FTL,2512
5507,PPP1R3C,,ENSG00000119938,gene,,PPP1R3C,5507
WP3853,ERK pathway in Huntington's disease,ERK pathway in Huntington's disease,WP3853,pathway,WP3853,,
2359,FPR3,,FPR3,gene,,FPR3,2359
WP4787,Osteoblast differentiation and related diseases,Osteoblast differentiation and related diseases,WP4787,pathway,WP4787,,
23087,TRIM35,,TRIM35,gene,,TRIM35,23087
10094,ARPC3,,ENSG00000111229,gene,,ARPC3,10094
488437,ITGAV,,488437,gene,,ITGAV,488437
284119,CAVIN1,,ENSG00000177469,gene,,CAVIN1,284119
79087,ALG12,,ALG12,gene,,ALG12,79087
64328,XPO4,,XPO4,gene,,XPO4,64328
163126,EID2,,EID2,gene,,EID2,163126
29914,UBIAD1,,UBIAD1,gene,,UBIAD1,29914
100079059,HSD11B1,,100079059,gene,,HSD11B1,100079059
7390,UROS,,ENSG00000188690,gene,,UROS,7390
100076348,ITGA2,,100076348,gene,,ITGA2,100076348
84100,ARL6,,ENSG00000113966,gene,,ARL6,84100
23508,TTC9,,ENSG00000133985,gene,,TTC9,23508
397306,RXRA,,397306,gene,,RXRA,397306
2566,GABRG2,,GABRG2,gene,,GABRG2,2566
2731,GLDC,,GLDC,gene,,GLDC,2731
8824,CES2,,ENSG00000172831,gene,,CES2,8824
2719,GPC3,,ENSG00000147257,gene,,GPC3,2719
713091,HSD3B1,,713091,gene,,HSD3B1,713091
730249,ACOD1,,ENSG00000102794,gene,,ACOD1,730249
WP395,IL-4 signaling pathway,IL-4 signaling pathway,WP395,pathway,WP395,,
7941,PLA2G7,,PLA2G7,gene,,PLA2G7,7941
8314,BAP1,,ENSG00000163930,gene,,BAP1,8314
WP5441,Artemisinin inhibition of uveal melanoma,Artemisinin inhibition of uveal melanoma,WP5441,pathway,WP5441,,
4706,NDUFAB1,,NDUFAB1,gene,,NDUFAB1,4706
259307,IL4I1,,ENSG00000104951,gene,,IL4I1,259307
WP2431,Spinal cord injury,Spinal cord injury,WP2431,pathway,WP2431,,
51633,OTUD6B,,OTUD6B,gene,,OTUD6B,51633
169355,IDO2,,IDO2,gene,,IDO2,169355
5786,PTPRA,,ENSG00000132670,gene,,PTPRA,5786
8313,AXIN2,,ENSG00000168646,gene,,AXIN2,8313
WP4630,Measles virus infection,Measles virus infection,WP4630,pathway,WP4630,,
WP5118,SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome,SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome,WP5118,pathway,WP5118,,
WP2361,Gastric cancer network 1,Gastric cancer network 1,WP2361,pathway,WP2361,,
6817,SULT1A1,,ENSG00000289755,gene,,SULT1A1,6817
64241,ABCG8,,ENSG00000143921,gene,,ABCG8,64241
728113,ANXA8L1,,ENSG00000264230,gene,,ANXA8L1,728113
7391,USF1,,USF1,gene,,USF1,7391
389434,IYD,,ENSG00000009765,gene,,IYD,389434
WP5314,Lactate shuttle in glial cells,Lactate shuttle in glial cells,WP5314,pathway,WP5314,,
612928,NR1H4,,612928,gene,,NR1H4,612928
108645783,BAK1,,108645783,gene,,BAK1,108645783
57728,WDR19,,ENSG00000157796,gene,,WDR19,57728
150684,COMMD1,,COMMD1,gene,,COMMD1,150684
608855,GTSE1,,608855,gene,,GTSE1,608855
WP5169,Hemesynthesis defects and porphyrias,Hemesynthesis defects and porphyrias,WP5169,pathway,WP5169,,
WP4481,Resistin as a regulator of inflammation,Resistin as a regulator of inflammation,WP4481,pathway,WP4481,,
26333,OR7A17,,OR7A17,gene,,OR7A17,26333
3339,HSPG2,,HSPG2,gene,,HSPG2,3339
8661,EIF3A,,EIF3A,gene,,EIF3A,8661
887,CCKBR,,CCKBR,gene,,CCKBR,887
705811,MST1,,705811,gene,,MST1,705811
1420,CRYGC,,ENSG00000163254,gene,,CRYGC,1420
459951,CYP27A1,,459951,gene,,CYP27A1,459951
WP1099,Nuclear receptors in lipid metabolism and toxicity,Nuclear receptors in lipid metabolism and toxicity,WP1099,pathway,WP1099,,
406951,MIR16-2,,MIR16-2,gene,,MIR16-2,406951
3930,LBR,,LBR,gene,,LBR,3930
53917,RAB24,,RAB24,gene,,RAB24,53917
100512048,CCNE2,,100512048,gene,,CCNE2,100512048
155465,AGR3,,AGR3,gene,,AGR3,155465
